instname,state,zip,control,medical,hospital,fte_count,tuition,revenue,tuition_discount,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg,loan_num,loan_pct,loan_avg_amount,fee01_tf,tuition02_tf,tuition03_tf,fee05_tf,tuition06_tf,tuition07_tf,total01,assets06,liabilities07,assets11,land04,assets15,endow02m,assets16,associatedegrees,bachelordegrees,masterdegrees,doctordegrees,firstprofdegrees,awardslessthan1yr,awards1yrto2yr,awards2yrto4yr,postbacccertificates,postmastcertificates,firstprofcertificates,postmastFPcert,totaldegrees,grad_rate_150_n,grad_rate_150_p,ugentering,fall_total_undergrad,total_full_time_undergraduates,total_full_time_graduates,total_full_time_postbacc,total_full_time,total_part_time_undergraduates,total_part_time_graduates,total_part_time_postbacc,total_part_time,total_undergraduates,total_graduates,total_postbacc,total_enrollment,total_enrollment_amin_tot,total_enrollment_asian_tot,total_enrollment_black_tot,total_enrollment_hisp_tot,total_enrollment_white_tot,total_enrollment_multi_tot,total_enrollment_unkn_tot,total_enrollment_nonres_tot,ftall03ug,ftall04ug,ftall05ug,ftall06ug,ftall08ug,ftall09ug,ftall10ug,ftall11ug,ftall12ug,ftall13ug,ftall14ug,ftall03gr,ftall04gr,ftall05gr,ftall06gr,ftall08gr,ftall09gr,ftall10gr,ftall11gr,ftall12gr,ftall13gr,ftall14gr,ftall03,ftall04,ftall05,ftall06,ftall08,ftall09,ftall10,ftall11,ftall12,ftall13,ftall14,ptall03ug,ptall04ug,ptall05ug,ptall06ug,ptall08ug,ptall09ug,ptall10ug,ptall11ug,ptall12ug,ptall13ug,ptall14ug,ptall03gr,ptall04gr,ptall05gr,ptall06gr,ptall08gr,ptall09gr,ptall10gr,ptall11gr,ptall12gr,ptall13gr,ptall14gr,ptall03,ptall04,ptall05,ptall06,ptall08,ptall09,ptall10,ptall11,ptall12,ptall13,ptall14,applcn,applcnm,applcnw,admssn,admssnm,admssnw,enrlt,enrlm,enrlw,applicantcount,admitcount,enrollftcount,enrollptcount,actcm25,actcm75,acten25,acten75,actmt25,actmt75,satmt25,satmt75,satvr25,satvr75,ftall1,ptall1,ft_faculty_per_100fte,pt_faculty_per_100fte,all_employees,ft_faculty_salary,full_time_employee_100fte,full_time_faculty_share,faculty_instr_headcount,LONGITUD,LATITUDE
Globe University,Minnesota,55125-3388,3,2,2,1557.064549,30862555,33259368,0.013009357,231,97,162,68,3990,68,29,1796,75,32,2297,219,92,11345,0,14940,14940,0,12360,12360,24220035,7717810,5377765,,,,,,169,49,25,,,19,44,,,,,,243,,,1293,2335,897,81,81,978,1438,37,37,1475,2335,118,118,2453,29,117,141,55,1750,69,235,57,0,126,199,178,185,78,57,54,20,0,0,,,0,17,32,16,9,6,1,,,0,126,199,195,217,94,66,60,21,0,0,6,83,164,253,366,190,120,157,72,1,26,,,1,6,17,9,2,2,0,,,6,83,165,259,383,199,122,159,72,1,26,83,30,53,65,24,41,65,24,41,83,65,114,46,,,,,,,,,,,23,170,1.477138505,10.91798025,287,34416.28571,7.385692525,0.119170984,21,-92.940548,44.946802
Minnesota West Community and Technical College,Minnesota,56241,1,2,2,2129.579836,12460000,30176000,0.009711075,451,92,287,58,4375,271,55,1189,34,7,1274,313,64,5262,475,4464,4464,,,,27769000,23506000,8612000,14894000,275000,14894000,,,328,,,,,521,248,55,,,,,328,186,0.417040359,1366,3211,1583,,,1583,1628,,,1628,3211,,,3211,27,69,77,118,2736,,175,9,46,596,256,172,183,113,72,102,41,0,2,,,,,,,,,,,,46,596,256,172,183,113,72,102,41,0,2,365,100,98,139,174,120,110,253,207,27,35,,,,,,,,,,,,365,100,98,139,174,120,110,253,207,27,35,,,,,,,,,,,,,,,,,,,,,,,,79,112,3.709651954,5.259253403,328,61056.96203,7.419303908,0.413612565,79,-95.559659,44.807928
Gustavus Adolphus College,Minnesota,56082-1498,2,2,2,2514.749995,77096325,85028710,0.421038175,614,99,141,23,5675,197,32,4361,614,99,18013,444,72,7536,300,31460,31460,,,,76023525,244317454,56253628,188063826,9104887,188063826,,123779308,,586,,,,,,,,,,,586,502,0.771121352,654,2536,2501,,,2501,35,,,35,2536,,,2536,11,137,68,48,2215,,29,28,19,1113,1188,147,3,,3,2,2,1,23,,,,,,,,,,,,19,1113,1188,147,3,,3,2,2,1,23,0,0,0,35,0,,0,0,0,0,0,,,,,,,,,,,,0,0,0,35,0,,0,0,0,0,0,2928,1255,1673,2153,886,1267,619,240,379,2928,2153,619,0,24,29,23,30,24,29,590,680,555,690,215,43,8.549557627,1.709911525,702,59413.50698,23.8194652,0.833333333,215,-93.96853,44.32191
Hamline University,Minnesota,55104-1284,2,2,2,3977.683749,94185202,99161754,0.292039539,388,97,140,35,6166,150,38,4483,385,96,15342,288,72,8466,473,28862,28862,96,7504,7504,87705783,183949045,57883247,126065798,10890321,126065798,,68485355,,437,516,9,195,,,,126,1,,1,1157,318,0.719457014,557,1921,1808,1433,1433,3241,113,1812,1812,1925,1921,3245,3245,5166,32,200,248,129,3105,,1270,182,9,696,749,240,81,15,12,5,1,,0,,,13,334,537,256,120,110,37,0,26,9,696,762,574,618,271,132,115,38,0,26,9,2,14,32,24,11,7,9,3,,2,,,7,140,521,356,240,318,209,4,17,9,2,21,172,545,367,247,327,212,4,19,2176,1042,1134,1637,736,901,400,181,219,2176,1637,399,1,21,27,20,28,20,27,480,590,505,630,210,237,5.279454407,5.958241403,892,70166.16667,14.63163079,0.469798658,210,-93.165311,44.966493
Hennepin Technical College,Minnesota,55445,1,2,2,3842.237291,22241000,47964000,0.001438784,450,82,245,45,3978,205,37,956,20,4,850,291,53,5969,308,4113,4113,,,,46754000,42060000,12588000,29472000,2631000,29472000,,,560,,,,,404,199,81,,,,,560,173,0.287375415,2435,6395,2552,,,2552,3843,,,3843,6395,,,6395,56,503,1069,215,4425,,84,43,37,544,500,415,411,218,141,186,93,2,5,,,,,,,,,,,,37,544,500,415,411,218,141,186,93,2,5,38,261,364,548,725,572,392,583,325,15,20,,,,,,,,,,,,38,261,364,548,725,572,392,583,325,15,20,,,,,,,,,,,,,,,,,,,,,,,,131,135,3.40947188,3.513577892,477,59309.16031,8.146295408,0.492481203,131,-93.395856,45.094572
Hibbing Community College-A Technical and Community College,Minnesota,55746,1,2,2,1240.619295,7529000,17523000,0.007703546,286,91,203,65,4190,191,61,1635,3,1,1469,195,62,5346,564,4066,5197,,,,18677000,28744000,8693000,20051000,1038000,20051000,,,255,,,,,68,45,71,,,,,255,96,0.314754098,718,1596,1061,,,1061,535,,,535,1596,,,1596,24,22,40,16,1484,,6,4,26,345,169,130,149,88,54,71,29,,0,,,,,,,,,,,,26,345,169,130,149,88,54,71,29,,0,38,45,63,82,116,56,47,57,29,,2,,,,,,,,,,,,38,45,63,82,116,56,47,57,29,,2,,,,,,,,,,,,,,,,,,,,,,,,58,35,4.675084471,2.821171663,182,62887.93103,9.108354227,0.623655914,58,-92.920313,47.420519
The Art Institutes International Minnesota,Minnesota,55402,3,2,2,1679.535637,38993850,40620913,0.046974638,269,96,147,53,5112,151,54,3101,191,68,1331,244,87,11955,100,22453,22453,,,,26883006,11043996,4799332,,,,,,63,247,,,,56,,,,,,,310,77,0.407407407,683,2007,1467,,,1467,541,,,541,2008,,,2008,7,30,31,25,434,,1481,0,4,396,414,344,183,54,15,25,7,,25,,,,,,,,,,,,4,396,414,344,183,54,15,25,7,,25,1,36,64,128,115,79,38,43,16,,21,,,,,,,,,,,,1,36,64,128,115,79,38,43,16,,21,1123,415,708,535,205,330,535,205,330,1123,535,306,229,,,,,,,,,,,71,38,4.227358946,2.26253014,214,40241.49296,10.4195467,0.651376147,71,-93.276243,44.97599
Macalester College,Minnesota,55105-1899,2,2,2,1972.928566,74097000,151539000,0.454782245,460,81,81,14,5012,32,6,4851,426,75,25199,323,57,5527,200,37974,37974,,,,90595000,839234000,96204000,743030000,1414000,743030000,,623424000,,468,,,,,,,,,,,468,425,0.87628866,606,1996,1958,,,1958,38,,,38,1996,,,1996,20,178,83,87,1392,,0,236,42,939,870,104,3,0,,0,0,,,,,,,,,,,,,,42,939,870,104,3,0,,0,0,,,5,3,4,13,1,5,,3,4,,,,,,,,,,,,,,5,3,4,13,1,5,,3,4,,,4565,1869,2696,2109,836,1273,565,236,329,4565,2109,565,0,29,32,30,34,27,32,630,710,660,740,163,68,8.26182979,3.446652919,650,81620.94479,27.4718512,0.705627706,163,-93.16708,44.940033
South Central College,Minnesota,56003-1920,1,2,2,9441.966856,49406000,115582000,0.017811602,2008,88,1231,54,4276,1216,53,1670,251,11,1628,1335,58,5463,519,4178,4178,,,,114185000,116181000,42692000,73489000,2444000,73489000,,,1571,,,,,390,619,299,,,,,1571,749,0.343735659,5754,13486,7398,,,7398,6088,,,6088,13486,,,13486,335,145,354,200,12090,,289,73,341,2750,1393,866,812,444,269,381,138,0,4,,,,,,,,,,,,341,2750,1393,866,812,444,269,381,138,0,4,1434,527,565,656,791,494,369,660,437,60,95,,,,,,,,,,,,1434,527,565,656,791,494,369,660,437,60,95,,,,,,,,,,,,,,,,,,,,,,,,338,463,3.579762619,4.903639327,1313,62102.28107,7.710257948,0.421972534,338,-94.044983,44.173335
Minnesota State University-Mankato,Minnesota,56001,1,2,2,13218.79737,86636000,196395000,0.048790341,1863,82,644,28,4720,761,33,2055,370,16,2078,1541,68,7212,798,5631,12063,663,5960,9808,183812000,307528000,120427000,187101000,911000,187101000,,,58,2178,453,5,,29,,,25,27,,27,2694,1058,0.495318352,3808,13050,11557,581,581,12138,1479,1338,1338,2817,13036,1919,1919,14955,67,392,626,212,12515,,548,595,57,3410,4162,2950,645,150,74,74,20,0,15,,,6,247,189,49,27,26,16,1,20,57,3410,4168,3197,834,199,101,100,36,1,35,293,182,104,318,244,93,74,89,55,6,21,,,3,160,408,207,147,203,112,13,85,293,182,107,478,652,300,221,292,167,19,106,6196,2883,3313,5489,2500,2989,2287,1085,1202,6196,5489,2276,11,20,24,18,23,19,25,,,,,496,235,3.752232416,1.777771407,1580,71922.11895,9.524315749,0.678522572,496,-93.999332,44.146259
Argosy University-Twin Cities,Minnesota,55121,3,2,2,1743.48809,32472839,32942451,0.024298491,146,88,90,55,4474,53,32,1408,9,5,11702,143,87,17291,372,18360,18360,385,26946,26946,27887219,25243940,7154371,,,,,,299,15,96,11,39,,,,0,0,,0,460,,,305,1519,828,551,551,1379,708,226,226,934,1536,777,777,2313,23,103,112,45,1716,,291,23,1,102,167,178,181,86,41,49,20,,3,,,6,118,192,78,41,68,40,1,7,1,102,173,296,373,164,82,117,60,1,10,0,35,78,159,186,101,55,64,26,,4,,,0,19,75,34,24,43,29,1,1,0,35,78,178,261,135,79,107,55,1,5,,,,,,,,,,,,,,,,,,,,,,,,71,185,4.072296244,10.61091275,351,59040.04225,9.29171819,0.27734375,71,-93.172977,44.83733
Metropolitan State University,Minnesota,55106-5000,1,2,2,4543.323697,34420000,66860000,0.014671702,64,90,49,69,4636,49,69,1213,1,1,750,32,45,4902,313,5314,10860,209,5520,11040,64512000,87931000,29984000,57947000,3322000,57947000,,,,1505,182,2,,,33,,8,,,,1689,13,0.26,1274,6599,2372,301,301,2673,4235,446,446,4681,6607,747,747,7354,30,630,871,330,4621,394,327,151,4,139,324,689,592,251,160,141,58,0,14,,,,25,82,51,40,44,14,1,44,4,139,324,714,674,302,200,185,72,1,58,9,28,113,539,1122,729,524,726,345,12,88,,,,7,73,76,46,107,56,5,76,9,28,113,546,1195,805,570,833,401,17,164,288,,,288,,,92,41,51,288,288,75,17,,,,,,,,,,,126,379,2.773300086,8.341910576,856,69645.07143,8.936189166,0.24950495,126,-93.072444,44.958661
University of Minnesota-Twin Cities,Minnesota,55455-0213,1,1,1,43254.01481,654419272,2706299522,0.178392885,4973,91,1089,20,5354,3607,66,2971,2966,55,3503,2730,50,6486,2173,9120,13120,2283,11212,18310,2743419751,4067309766,1526128112,2541181654,80777348,2541181654,,,,6942,3419,701,917,138,2,17,246,67,,67,11979,3901,0.701366415,9615,33293,28596,9555,9555,38151,4697,8868,8868,13565,33293,18423,18423,51716,368,4024,2034,1197,36406,456,2555,4676,430,10059,11440,4552,1409,412,141,105,40,0,8,,6,146,3011,3995,1433,531,334,96,1,2,430,10065,11586,7563,5404,1845,672,439,136,1,10,521,223,384,1178,948,474,262,353,256,90,8,,2,12,740,3198,2130,1039,1079,624,31,13,521,225,396,1918,4146,2604,1301,1432,880,121,21,33910,15632,18278,16960,7589,9371,5400,2545,2855,33910,16960,5435,15,24,29,23,30,24,30,600,710,520,670,4100,1318,9.478888881,15.72339592,22995,92855.44275,33.89511948,0.376112283,1834,-93.233705,44.976425
University of Minnesota-Crookston,Minnesota,56716-5001,1,2,2,1606.792961,11265864,29311060,0.179028701,259,95,111,41,4340,171,62,3196,202,74,3898,168,61,6197,2600,7388,7388,,,,26603263,44729142,3335776,41393366,691256,41393366,,,7,191,,,,0,,,,,,,198,74,0.379487179,1058,2279,1152,,,1152,1127,,,1127,2279,,,2279,16,29,71,40,1336,7,659,121,50,392,342,210,79,33,14,25,7,0,0,,,,,,,,,,,,50,392,342,210,79,33,14,25,7,0,0,783,100,23,34,37,46,30,60,11,2,1,,,,,,,,,,,,783,100,23,34,37,46,30,60,11,2,1,769,390,379,635,318,317,285,148,137,769,635,274,11,19,24,17,23,18,25,420,590,410,560,58,20,3.609674763,1.244715435,257,58782.31034,12.63386167,0.743589744,58,-96.610885,47.798999
Minneapolis Business College,Minnesota,55113-0000,3,2,2,335,6377792,7478143,0.001710937,265,98,178,66,4996,187,69,1342,9,3,944,264,98,8765,50,13760,13760,,,,6034247,1331989,700577,,,,,,113,,,,,21,104,,,,,,113,240,0.824742268,270,360,335,,,335,,,,,335,,,335,0,42,14,15,264,,0,0,,280,35,11,9,,,,,,,,,,,,,,,,,,,280,35,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,2.686567164,2.686567164,60,40054.11111,8.059701493,0.5,9,-93.172603,45.006257
Minneapolis College of Art and Design,Minnesota,55404,2,2,2,682.833866,20329655,26904233,0.18499281,108,97,32,29,4573,23,21,3443,98,88,10034,106,95,6844,200,29500,29500,200,29500,29500,20500449,58724280,17107411,41616869,943378,41616869,,34230170,,136,17,,,,,,2,,,,153,78,0.722222222,172,658,631,34,34,665,24,22,22,46,655,56,56,711,11,31,16,36,520,,97,0,,180,265,111,46,14,6,1,2,,6,,,,6,6,10,0,1,0,,11,,180,265,117,52,24,6,2,2,,17,,1,8,8,3,1,0,0,0,,3,,,,2,14,0,1,1,1,,3,,1,8,10,17,1,1,1,1,,6,613,237,376,409,155,254,172,73,99,613,409,172,0,20,26,20,28,18,25,462,608,513,647,35,77,5.125697735,13.47326262,258,57648.02857,22.26017302,0.275590551,35,-93.275306,44.956789
Minneapolis Community and Technical College,Minnesota,55403-1779,1,2,2,6538.760917,36763000,74019000,0.000380818,853,83,673,65,4285,516,50,795,1,0,2500,479,47,6207,662,4223,4223,,,,72687000,132977000,38903000,94074000,18727000,94074000,,,841,,,,,908,266,43,,,,,841,97,0.11547619,3963,10618,4477,,,4477,6141,,,6141,10618,,,10618,242,659,3374,497,5450,,193,203,40,1104,892,813,836,342,199,172,70,2,7,,,,,,,,,,,,40,1104,892,813,836,342,199,172,70,2,7,142,543,695,967,1461,835,517,615,290,16,60,,,,,,,,,,,,142,543,695,967,1461,835,517,615,290,16,60,,,,,,,,,,,,,,,,,,,,,,,,159,330,2.431653367,5.046827743,802,63481.13208,6.530289231,0.325153374,159,-93.28484,44.972924
Herzing University,Minnesota,55428-3548,3,2,2,259.999984,6479434,6478741,0.000106954,20,100,14,70,6187,13,65,2132,1,5,150,20,100,7927,0,14500,14500,,,,4648622,2156100,1859566,,,,,,45,3,,,,,70,,,,,,48,1,1,84,328,216,,,216,112,,,112,328,,,328,3,27,46,7,176,0,69,0,,3,56,61,50,19,13,8,5,1,,,,,,,,,,,,,,3,56,61,50,19,13,8,5,1,,,9,20,15,21,15,4,12,3,13,,,,,,,,,,,,,,9,20,15,21,15,4,12,3,13,,124,8,116,124,8,116,93,6,87,124,124,40,53,,,,,,,,,,,16,22,6.153846533,8.461538982,70,45268.625,12.69230847,0.421052632,16,-93.366732,45.055998
Crossroads College,Minnesota,55902-2382,2,2,2,156.035711,2153111,3097201,0.244524783,34,97,18,51,4237,13,37,1894,33,94,2448,19,54,6829,410,13880,13880,,,,3463381,6281549,6418115,-136566,150792,-136566,,1036288,4,18,,,,,,,,,,,22,15,0.625,74,170,147,,,147,23,,,23,170,,,170,1,3,7,4,153,0,0,2,7,39,48,27,13,4,1,4,4,,,,,,,,,,,,,,7,39,48,27,13,4,1,4,4,,,3,5,2,3,1,1,3,3,2,,,,,,,,,,,,,,3,5,2,3,1,1,3,3,2,,,100,42,58,70,34,36,70,34,36,100,70,69,1,17,22,16,23,16,21,310,430,310,570,9,12,5.767910398,7.690547198,46,43825,18.58548906,0.428571429,9,-92.475115,43.998862
University of Minnesota-Duluth,Minnesota,55812,1,2,2,10543.03564,109829886,225615897,0.099360178,2081,99,433,21,4701,1834,87,2488,1229,58,2447,1363,65,6942,2363,8830,10830,2323,11212,18310,200726345,394985417,41135447,353849970,3422353,353849970,,,,1817,188,,,47,1,,17,,,,2005,1185,0.537414966,3287,10506,9212,611,611,9823,1294,547,547,1841,10506,1158,1158,11664,131,312,139,129,9975,85,641,252,67,3684,3511,1623,215,59,22,25,6,0,0,,,23,300,187,52,22,18,9,0,0,67,3684,3534,1923,402,111,44,43,15,0,0,675,107,85,196,87,38,26,42,28,8,2,,,1,112,163,95,51,86,34,3,2,675,107,86,308,250,133,77,128,62,11,4,7936,3994,3942,5669,2728,2941,2118,1074,1044,7936,5669,2111,7,21,26,20,25,21,26,480,620,480,590,465,106,4.410494435,3.167968046,1791,67645.06265,12.33041455,0.581977472,431,-92.07479,46.80896
University of Minnesota-Morris,Minnesota,56267,1,2,2,1637.600359,14387646,43945654,0.227370551,394,98,159,39,4301,359,89,3458,271,67,3583,235,58,6331,1885,8830,8830,,,,41010201,72854182,5930398,66923784,326579,66923784,,,,296,,,,,,,,,,,296,252,0.657963446,585,1705,1592,,,1592,113,,,113,1705,,,1705,149,48,37,35,1267,56,41,72,21,699,606,180,53,13,6,12,2,0,,,,,,,,,,,,,21,699,606,180,53,13,6,12,2,0,,39,14,18,17,8,5,2,8,1,1,,,,,,,,,,,,,39,14,18,17,8,5,2,8,1,1,,1442,627,815,1077,461,616,405,169,236,1442,1077,404,1,22,28,21,29,21,27,520,710,520,710,105,37,6.411820773,2.259403511,393,59424.94286,18.93013752,0.73943662,105,-95.91389,45.58611
Minnesota School of Business,Minnesota,55423,3,2,2,3822.209455,92255608,102722854,0.008876729,340,94,204,56,4235,231,64,1852,126,35,2213,304,84,12808,500,14940,14940,500,12360,12360,64290266,90145501,38575959,,,,,,821,312,69,,,43,138,0,,,,,1202,7,0.28,2137,6485,2020,29,29,2049,4465,50,50,4515,6485,79,79,6564,75,170,317,110,4749,147,993,3,31,195,435,433,447,188,113,149,28,,1,,,,3,15,3,3,3,2,,,31,195,435,436,462,191,116,152,30,,1,16,234,480,828,1147,638,447,515,158,,2,,,,4,16,12,8,7,3,,,16,234,480,832,1163,650,455,522,161,,2,130,80,50,130,80,50,130,80,50,130,130,518,714,,,,,,,,,,,101,371,2.642450687,9.706427771,753,36577.30693,9.784916405,0.213983051,101,-93.29784,44.865451
Minnesota State University-Moorhead,Minnesota,56563,1,2,2,6520.097713,41286000,100184000,0.084750279,929,91,373,37,4561,324,32,2402,261,26,2168,764,75,7286,764,5834,5834,635,5645,5645,96418000,151201000,62113000,89088000,6759000,89088000,,,29,1257,88,4,,7,,,12,8,,8,1378,533,0.433333333,2028,6950,5773,109,109,5882,1177,451,451,1628,6950,560,560,7510,100,110,178,90,6314,,319,399,24,1671,2009,1438,415,114,44,40,12,2,4,,,1,56,26,13,4,7,2,0,0,24,1671,2010,1494,441,127,48,47,14,2,4,16,98,190,319,227,112,78,91,40,2,4,,,0,40,94,73,73,101,64,5,1,16,98,190,359,321,185,151,192,104,7,5,2900,1194,1706,2241,899,1342,1058,429,629,2900,2241,1019,39,19,24,18,24,18,24,450,560,420,530,278,155,4.263739782,2.377264986,837,66799.14748,9.846478201,0.642032333,278,-96.763734,46.867313
North Hennepin Community College,Minnesota,55445,1,2,2,4482.051283,24105000,45186000,0.000207426,599,78,343,44,4124,323,42,762,13,2,1058,366,47,5069,435,4314,4314,,,,41199000,61476000,14920000,46556000,1104000,46556000,,,752,,,,,744,34,,,,,,752,115,0.148771022,2783,7444,2985,,,2985,4459,,,4459,7444,,,7444,69,809,1311,154,4876,,121,104,178,1138,654,382,322,121,66,98,17,0,9,,,,,,,,,,,,178,1138,654,382,322,121,66,98,17,0,9,181,423,537,664,941,541,421,505,194,10,42,,,,,,,,,,,,181,423,537,664,941,541,421,505,194,10,42,,,,,,,,,,,,,,,,,,,,,,,,105,143,2.342677345,3.190503432,452,62350,6.381006864,0.423387097,105,-93.374157,45.108887
Brown College,Minnesota,55120-1004,3,2,2,910.214242,21668267,23566526,0.004421258,143,97,80,54,5531,63,43,3445,18,12,2612,142,97,11521,220,17496,17496,,,,21456099,38351433,2480389,,,,,,149,191,,,,,,,,,,,340,29,0.281553398,236,1189,790,,,790,306,,,306,1096,,,1096,4,44,65,19,424,10,530,0,,119,223,162,168,54,30,20,12,0,2,,,,,,,,,,,,,119,223,162,168,54,30,20,12,0,2,,33,38,63,63,42,29,28,9,1,0,,,,,,,,,,,,,33,38,63,63,42,29,28,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,36,91,3.955112801,9.997646246,193,44428.47222,10.98642445,0.283464567,36,-93.17107,44.863636
Normandale Community College,Minnesota,55431,1,2,2,6582.532718,35054000,66411000,0.0000285,742,64,399,35,3955,387,34,843,70,6,1705,441,38,4942,662,4226,4226,,,,61230000,92693000,38457000,54236000,532000,54236000,,,997,,,,,166,,,,,,,997,165,0.137844612,4145,10046,4832,,,4832,5214,,,5214,10046,,,10046,99,785,1365,298,7146,,228,125,331,1860,1145,655,452,189,71,82,23,0,24,,,,,,,,,,,,331,1860,1145,655,452,189,71,82,23,0,24,376,623,728,901,1070,512,358,369,163,21,93,,,,,,,,,,,,376,623,728,901,1070,512,358,369,163,21,93,,,,,,,,,,,,,,,,,,,,,,,,196,147,2.9775773,2.233182975,616,60937.5,6.593206879,0.571428571,196,-93.329422,44.830233
North Central University,Minnesota,55404-1391,2,2,2,1139.78569,16821487,20913357,0.256168851,263,99,96,36,4750,66,25,3677,262,99,4505,218,82,7258,936,14640,14640,,,,20537758,37537050,9759663,27777387,5107244,27777387,,4447231,11,202,,,,4,7,0,,,,,213,97,0.4092827,483,1243,1073,,,1073,170,,,170,1243,,,1243,11,17,36,45,935,14,182,3,220,382,315,107,30,5,4,6,2,1,1,,,,,,,,,,,,220,382,315,107,30,5,4,6,2,1,1,98,5,17,19,10,3,7,8,1,0,2,,,,,,,,,,,,98,5,17,19,10,3,7,8,1,0,2,570,247,323,273,115,158,273,115,158,570,273,272,1,19,25,19,26,18,25,440,550,450,550,41,86,3.597167464,7.545278095,231,57529.95122,12.19527506,0.322834646,41,-93.261011,44.969389
Northwest Technical Institute,Minnesota,55121-1576,3,2,2,87,2260172,2448586,,55,67,22,27,2850,32,39,1365,2,2,500,37,45,7084,0,15850,15850,,,,2294993,1215310,176416,,,,,,71,,,,,,,,,,,,71,56,0.835820896,84,87,87,,,87,,,,,87,,,87,0,5,1,2,66,0,13,0,,70,7,4,2,2,,2,,,,,,,,,,,,,,,,70,7,4,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,8.045977011,2.298850575,19,54001.14286,19.54022989,0.777777778,7,-93.135425,44.860834
Northwestern College,Minnesota,55113-1598,2,2,2,2447.346142,46821325,63475082,0.324011484,440,98,172,38,5128,191,42,4159,432,96,8913,341,76,10916,190,22990,22990,0,7470,7470,62155464,88029113,30030460,57998653,2886141,57998653,,13961029,27,561,25,,,,4,,0,,,,613,277,0.695979899,1128,2981,2044,2,2,2046,937,87,87,1024,2981,89,89,3070,6,102,89,63,2674,,121,15,90,794,772,243,58,27,14,30,16,,,,,0,0,1,0,1,0,0,,,90,794,772,243,59,27,15,30,16,,,472,87,41,64,74,40,36,84,39,,,,,1,9,11,12,14,26,14,,,472,87,42,73,85,52,50,110,53,,,1073,428,645,1032,413,619,439,188,251,1073,1032,439,0,21,27,21,28,20,26,460,610,520,650,101,107,4.126919289,4.412943398,568,54455.9703,13.81087841,0.483253589,101,-93.16899,45.037318
Oak Hills Christian College,Minnesota,56601-8834,2,2,2,128.214282,1713167,3101912,0.307191885,33,100,22,67,4252,21,64,2840,31,94,4003,29,88,6657,0,13480,13480,,,,3145691,3718028,569474,3148554,652194,3148554,,173170,7,20,,,,,3,,,,,,27,8,0.5,56,138,118,,,118,26,,,26,144,,,144,1,3,2,2,135,0,0,1,6,35,30,24,11,6,3,1,2,0,,,,,,,,,,,,,6,35,30,24,11,6,3,1,2,0,,0,4,6,3,2,0,2,6,2,1,,,,,,,,,,,,,0,4,6,3,2,0,2,6,2,1,,64,25,39,44,21,23,38,18,20,64,44,33,5,17,23,16,25,16,23,,,,,5,13,3.899721561,10.13927606,43,31426.4,16.37883056,0.277777778,5,-94.901034,47.425175
Rainy River Community College,Minnesota,56649,1,2,2,287.516012,1492000,4602000,0.001340483,86,91,42,45,4244,32,34,1143,1,1,4120,38,40,4696,634,4337,5543,,,,4233000,4475000,1213000,3262000,91000,3262000,,,45,,,,,14,54,,,,,,45,32,0.31372549,187,338,262,,,262,76,,,76,338,,,338,22,4,43,3,236,,6,24,63,94,32,26,22,11,6,7,1,0,0,,,,,,,,,,,,63,94,32,26,22,11,6,7,1,0,0,16,7,7,12,9,5,6,7,4,1,2,,,,,,,,,,,,16,7,7,12,9,5,6,7,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,10,8,3.478067162,2.78245373,39,60100,7.999554474,0.555555556,10,-93.424313,48.597219
Rochester Community and Technical College,Minnesota,55904-4999,1,2,2,4495.41779,23254000,48800000,,921,80,498,43,4214,486,42,1291,30,3,837,635,55,5207,669,4359,4359,,,,51170000,83235000,16365000,66870000,2991000,66870000,,,845,,,,,104,94,42,,,,,845,228,0.219653179,2364,6269,3599,,,3599,2670,,,2670,6269,,,6269,43,258,469,146,5201,,69,83,209,1546,721,381,331,160,89,108,46,1,7,,,,,,,,,,,,209,1546,721,381,331,160,89,108,46,1,7,165,184,308,429,527,342,226,332,135,11,11,,,,,,,,,,,,165,184,308,429,527,342,226,332,135,11,11,,,,,,,,,,,,,,,,,,,,,,,,151,149,3.358975896,3.314486149,540,61140.72848,7.652236479,0.503333333,151,-92.419544,44.014804
College of Saint Benedict,Minnesota,56374,2,2,2,2075.857136,61665004,63890504,0.434248038,548,99,123,22,6595,158,29,6168,548,99,15142,338,61,8408,798,29388,29388,,,,57261973,145324185,42418532,102905653,4499026,102905653,,41041809,,486,,,,,,,,,,,486,381,0.788819876,584,2105,2057,,,2057,48,,,48,2105,,,2105,8,74,16,37,1839,1,0,130,17,976,951,98,6,2,4,2,1,,,,,,,,,,,,,,17,976,951,98,6,2,4,2,1,,,11,2,2,11,4,4,5,6,3,,,,,,,,,,,,,,11,2,2,11,4,4,5,6,3,,,1604,0,1604,1369,0,1369,551,,551,1604,1369,551,0,23,28,23,29,23,28,510,670,510,660,147,31,7.081412177,1.49335903,501,67677.87075,21.58144663,0.825842697,147,-94.318155,45.565235
